from(10090),to(9606)
NP_001011808,NP_473447
NP_808537,NP_001138740
NP_001153055,NP_001171869
NP_694712,NP_683762
NP_083740,NP_689538
NP_081379,NP_689550
NP_001170898,NP_689574
NP_001074753,NP_689590
NP_001004173,NP_689599
NP_808550,NP_689624
NP_001158105,NP_001164491
NP_780388,NP_689637
XP_006519825,NP_001018081
NP_001038981,NP_689678
NP_076239,NP_689690
NP_848471,NP_689697
NP_001034646,NP_689716
NP_082913,NP_689717
NP_853620,NP_689728
XP_006496453,NP_001161693
NP_001158078,NP_689825
NP_082242,NP_689827
NP_694737,NP_689833
NP_001139553,NP_001018123
NP_001028551,NP_689853
NP_957679,NP_689867
NP_808381,NP_689900
NP_998892,NP_689911
NP_001028557,NP_689943
NP_808527,NP_689976
NP_001019785,NP_001193926
NP_001039008,NP_689994
NP_780559,NP_689997
NP_808275,NP_001265559
NP_796253,NP_001258836
NP_694812,NP_954652
NP_083540,NP_001123517
NP_808324,NP_695001
NP_082095,NP_001275631
NP_082110,NP_001139124
NP_780617,NP_001229703
NP_001182602,NP_001127788
NP_705766,NP_001171988
NP_705771,NP_001029345
NP_705788,NP_001030331
NP_705796,NP_001019782
NP_084343,NP_722580
NP_777276,NP_734464
NP_808451,NP_742067
NP_001156575,NP_758953
NP_765984,NP_077009
NP_766038,NP_001010903
NP_766075,NP_997234
NP_766267,NP_056127
NP_001192292,NP_997228
NP_766367,NP_872346
NP_766396,NP_001265617
NP_766504,NP_001257903
NP_766555,NP_001275910
NP_766625,NP_078838
NP_775597,NP_775820
NP_001078974,NP_001164225
NP_079772,NP_001191406
NP_619624,NP_001033722
NP_001020747,NP_775919
NP_082706,NP_001104768
NP_780495,NP_001121700
NP_001032723,NP_776162
NP_075929,NP_776165
NP_081261,NP_777578
NP_001033002,NP_001182129
NP_899112,NP_777597
NP_941061,NP_777612
NP_796174,NP_001132928
NP_766331,NP_778228
NP_780577,NP_783861
NP_780590,NP_001138408
NP_780697,NP_872302
NP_780726,NP_001012448
NP_848891,NP_787070
NP_848889,NP_787118
NP_851792,NP_795362
NP_001106821,NP_997294
NP_796013,NP_001273329
NP_001155853,NP_001157782
NP_954610,NP_803186
NP_001032808,NP_861445
NP_808268,NP_001008392
NP_808292,NP_001074006
NP_808297,NP_872314
NP_808370,NP_997313
NP_821172,NP_055527
NP_001019308,NP_828848
NP_828875,NP_001001712
NP_001159429,NP_835231
NP_001128670,NP_835467
NP_082039,NP_835468
NP_848475,NP_001073931
NP_082804,NP_848561
NP_001171048,NP_848592
NP_084234,NP_848631
NP_001028357,NP_848645
NP_848842,NP_001013011
NP_849237,NP_997528
NP_996913,NP_852094
NP_001156695,NP_857597
NP_035883,NP_001188336
XP_006503559,NP_872338
NP_001028672,NP_877435
XP_006497178,NP_653297
NP_001073154,NP_892006
NP_780481,NP_001231892
NP_898954,NP_001103129
NP_899006,NP_938022
NP_001157468,NP_001158187
NP_906269,NP_937823
NP_001075134,NP_001244896
NP_077203,NP_919289
NP_082021,NP_932348
NP_937809,NP_937795
NP_001164112,NP_940885
NP_001028343,NP_940910
NP_083874,NP_940936
NP_941039,NP_001013694
NP_950188,NP_001007126
NP_001158135,NP_542194
NP_001160123,NP_001103467
NP_796286,NP_955373
NP_001158000,NP_955383
NP_958758,NP_001099028
NP_001041641,NP_963842
NP_080364,NP_976044
NP_001034621,NP_976308
NP_083061,NP_982272
NP_001074666,NP_982279
NP_001191912,NP_001035940
NP_001092193,NP_996806
NP_083168,NP_996879
NP_001038991,NP_996986
NP_001095110,NP_997199
NP_001265600,NP_997218
NP_083503,NP_997260
NP_001028303,NP_997275
XP_006504294,XP_003118572
NP_001158278,NP_997289
NP_082069,NP_997722
NP_001094508,NP_998767
NP_001028321,NP_056166
NP_001028704,NP_065827
NP_001093928,NP_056381
NP_001034287,NP_207646
NP_001004143,NP_056091
XP_006528719,NP_115804
NP_001074480,NP_056141
NP_001038992,NP_001073908
NP_083612,NP_001019772
NP_001028534,NP_001020436
NP_081584,NP_001192209
NP_766406,XP_003403542
NP_001028670,NP_001012660
NP_001093387,NP_001129975
NP_001077353,NP_001078943
NP_083154,NP_001003841
NP_081857,NP_001269389
NP_898973,NP_001258980
NP_081513,NP_001129957
NP_083237,NP_001004353
NP_082224,NP_001138526
NP_775585,NP_001010912
NP_083655,NP_001013765
NP_081342,NP_001008270
NP_001272865,NP_065974
XP_138106,NP_001010860
XP_006517049,NP_001035364
NP_001094934,NP_001129121
NP_001094956,NP_001012457
NP_001272881,NP_001004303
NP_001028600,NP_001001663
NP_001157707,XP_006714496
NP_079895,NP_001012520
NP_001079004,NP_001191139
NP_081024,NP_001073922
NP_001186874,NP_001094790
NP_001157047,NP_116178
NP_001182023,NP_001138344
NP_001002786,NP_001244286
NP_001028608,NP_065776
XP_006521672,NP_001034201
NP_001136410,NP_115879
NP_083177,NP_115997
NP_082848,NP_057290
NP_932112,NP_001035114
XP_006534706,NP_001186867
NP_082785,NP_001073875
NP_083153,NP_001138500
NP_001007473,NP_001127934
NP_001138487,NP_001157903
NP_001028967,NP_001004308
NP_084468,NP_001138483
NP_001121565,NP_942146
NP_001008973,NP_001034852
NP_001264909,NP_001138523
NP_001005422,NP_001177695
NP_001095016,NP_001130006
NP_780694,NP_776175
NP_001074741,NP_001010978
NP_001160131,NP_001004316
NP_001028521,NP_001138432
NP_001034128,NP_001025030
NP_963903,NP_001138837
NP_001138464,NP_001138466
NP_001029151,NP_001013715
NP_083381,NP_001264988
NP_083383,NP_001035800
NP_001182026,NP_001128668
NP_082905,NP_001020402
NP_997416,NP_001004329
NP_001156478,NP_001191012
NP_001138924,NP_001138923
NP_031461,NP_000024
NP_001104253,NP_001135918
NP_034000,NP_000066
NP_001035744,NP_000068
NP_031749,NP_001136036
NP_034060,NP_000081
NP_056549,NP_001265003
NP_067328,NP_000102
NP_001156687,NP_000133
NP_034422,NP_000153
NP_032218,NP_000171
NP_058060,NP_000203
NP_034794,NP_954657
NP_034954,NP_000241
NP_032903,NP_000292
NP_001035967,NP_000316
NP_001171421,NP_000319
NP_062784,NP_000334
NP_031463,NP_001026976
NP_081287,NP_000415
NP_034991,NP_000423
NP_066388,NP_000483
NP_034055,NP_000484
NP_062268,NP_001121100
NP_057931,NP_000503
NP_034830,NP_000518
NP_001139633,NP_001167596
NP_035057,NP_000616
NP_001271309,NP_000670
NP_065584,NP_000679
NP_033786,NP_000681
NP_064377,NP_000687
NP_001242928,NP_955630
NP_789814,NP_000736
NP_064394,NP_000777
NP_032098,NP_000806
NP_032337,NP_000858
NP_067309,NP_001273304
NP_035155,NP_000906
NP_035162,NP_000909
NP_035206,NP_000918
NP_032939,NP_000935
NP_001074740,NP_001001412
NP_085099,NP_001935
NP_033934,NP_001743
NP_034361,NP_001269621
NP_035402,NP_008842
NP_032363,NP_000610
NP_035633,NP_001258963
NP_001153488,NP_001269468
NP_077776,NP_001238968
NP_034439,NP_536350
NP_064335,NP_055115
NP_058602,NP_037468
NP_032164,NP_002061
NP_035459,NP_002972
NP_034150,NP_001035
NP_033340,NP_001048
NP_997551,NP_001127666
NP_598917,NP_001123476
NP_031477,NP_001143
NP_038500,NP_001146
NP_061265,NP_001162
NP_001020609,NP_001212
NP_033958,NP_001228
NP_705827,NP_001251
NP_570930,NP_001252
NP_001184011,NP_001260
NP_031721,NP_001267
NP_034105,NP_001311
NP_032755,NP_001323
NP_001028592,NP_001371
NP_001106860,NP_001387
NP_034264,NP_001418
NP_076402,NP_001424
NP_036065,NP_001230447
NP_032176,NP_001439
NP_573445,NP_001526
NP_001158143,NP_001530
NP_031405,NP_001597
NP_031505,NP_001651
NP_080758,NP_001673
NP_031589,NP_001715
NP_031693,NP_001787
NP_034910,NP_001827
NP_112440,NP_001835
NP_031759,NP_001849
NP_079626,NP_001859
NP_062749,NP_001863
NP_031784,NP_001006659
NP_034083,NP_001189411
NP_067380,NP_001891
NP_034113,NP_001900
NP_079843,NP_001907
NP_001154987,NP_001012750
NP_031489,NP_005867
NP_034208,NP_001930
NP_080544,NP_001937
NP_032052,NP_002008
NP_038558,NP_002066
NP_062801,NP_002084
NP_079928,NP_002088
NP_056595,NP_002104
NP_001028417,NP_002106
NP_001273012,NP_002134
NP_035737,NP_002151
NP_001103697,NP_002233
NP_034742,NP_002244
NP_032471,NP_002245
NP_032491,NP_002255
NP_112447,NP_001243211
NP_001159629,NP_002272
NP_032518,NP_002291
NP_034855,NP_001167618
NP_001104566,NP_002341
NP_067491,NP_001122391
NP_034928,NP_002406
NP_032655,NP_002433
NP_035067,NP_002515
NP_001239211,NP_002532
NP_808574,NP_002536
NP_001181976,NP_001121640
NP_035169,NP_001128726
NP_666351,NP_002586
NP_032852,NP_002617
NP_080249,NP_002621
NP_032899,NP_002649
NP_758489,NP_002652
NP_032902,NP_002654
NP_032916,NP_002677
NP_001157026,NP_001193954
NP_035231,NP_002728
NP_032884,NP_002733
NP_032886,NP_002735
NP_036082,NP_002737
NP_081694,NP_002739
NP_035291,NP_002742
NP_997575,NP_002743
NP_036073,NP_002749
NP_080640,NP_002757
NP_035316,NP_002788
NP_001268946,NP_002801
NP_033009,NP_001129120
NP_001157135,NP_002860
NP_033034,NP_002863
NP_035371,NP_002874
NP_082988,NP_002877
NP_033057,NP_001185648
NP_033123,NP_002944
NP_038899,NP_002960
NP_033161,NP_002967
NP_076360,NP_003002
NP_038691,NP_003008
NP_038692,NP_003016
NP_444353,NP_001269803
NP_035619,NP_036580
NP_001019795,NP_001032420
NP_058604,NP_003171
NP_001074561,NP_003176
NP_073144,NP_003240
NP_033420,NP_003270
NP_033419,NP_003271
NP_033455,NP_001273201
NP_035759,NP_003288
NP_001035988,NP_001087240
NP_076074,NP_003341
NP_033536,NP_003370
NP_033601,NP_003404
NP_001074686,NP_003441
NP_780303,NP_003468
NP_038728,NP_001092006
NP_035534,NP_003477
NP_663483,NP_003573
NP_444354,NP_003592
NP_001028457,NP_003598
NP_919428,NP_443714
NP_031879,NP_003667
NP_291055,NP_061748
NP_061230,NP_001091954
NP_080864,NP_001001850
NP_001074719,NP_003793
NP_032020,NP_003828
NP_063932,NP_003840
NP_058608,NP_003939
NP_062278,NP_004335
NP_034261,NP_004088
NP_032014,NP_004095
NP_035950,NP_001093251
NP_032349,NP_004126
NP_001074529,NP_004165
NP_899117,NP_004187
NP_035161,NP_004190
NP_035626,NP_001271455
NP_001028668,NP_001128127
NP_062647,NP_004292
NP_080788,NP_004323
NP_808281,NP_004350
NP_031809,NP_004374
NP_031957,NP_004426
NP_031963,NP_001268694
NP_056551,NP_004473
NP_034590,NP_004493
NP_032474,NP_004512
NP_038874,NP_004551
NP_082668,NP_001258828
NP_849238,NP_004626
NP_067467,NP_001265441
NP_035549,NP_004644
NP_036138,NP_001116137
NP_035994,NP_001015880
NP_659092,NP_004676
NP_034820,NP_004681
NP_034729,NP_004723
NP_034840,NP_004780
NP_032470,NP_004789
NP_079572,NP_004795
NP_036050,NP_004818
NP_064312,NP_004908
NP_068695,NP_004915
NP_001074768,NP_004925
NP_031696,NP_004927
NP_032473,NP_004975
NP_851417,NP_004989
NP_082519,NP_005031
NP_058675,NP_005035
NP_659153,NP_001157262
NP_036124,NP_005155
NP_444300,NP_005173
NP_955767,NP_005193
NP_075527,NP_005253
NP_032159,NP_005262
NP_032238,NP_001171634
NP_001123915,NP_005334
NP_663605,NP_001135858
NP_033097,NP_005397
NP_001192062,NP_005424
NP_001074610,NP_005449
NP_035915,NP_005456
NP_001103770,NP_005489
NP_034848,NP_005560
NP_034851,NP_005564
XP_006516490,NP_005611
NP_081112,NP_005634
NP_033355,NP_005640
NP_001073313,NP_005699
NP_034564,NP_005725
NP_780325,NP_001155969
NP_083253,NP_001026862
NP_082222,NP_005819
NP_001156389,NP_001138295
NP_033820,NP_005885
NP_058049,NP_005893
NP_032643,NP_005909
NP_062698,NP_005932
NP_620084,NP_005947
NP_780469,NP_001242941
NP_038815,NP_005974
NP_663339,NP_005980
NP_898837,NP_006026
NP_997108,NP_006028
NP_001020768,NP_006051
NP_033477,NP_001276056
NP_032707,NP_001128714
NP_766491,NP_006113
NP_033885,NP_006120
NP_031630,NP_006127
NP_061278,NP_006136
NP_032876,NP_006215
NP_035278,NP_006230
NP_035277,NP_006231
NP_659129,NP_006234
NP_036154,NP_001269108
NP_035233,NP_006245
NP_001013855,NP_006249
NP_067395,NP_006273
NP_081536,NP_001123952
NP_997092,NP_006314
NP_766368,NP_001036002
NP_061350,NP_116130
NP_034436,NP_006487
NP_034433,NP_006563
NP_033128,NP_006574
NP_033969,NP_006575
NP_001272936,NP_001243546
NP_034893,NP_006690
NP_001269957,NP_006708
NP_001153222,NP_006747
NP_082370,NP_079019
NP_038743,NP_006828
NP_001074539,NP_006840
NP_766311,NP_006860
NP_001116469,NP_008823
NP_034585,NP_008827
NP_659044,NP_001269210
NP_033095,NP_001243750
NP_062276,NP_008844
NP_061202,NP_008853
NP_787952,NP_001184166
NP_035965,NP_008975
NP_766186,NP_009017
NP_038879,NP_001275914
NP_758488,NP_009173
NP_598876,NP_009202
NP_542142,NP_115890
NP_666111,NP_620124
NP_080720,NP_004068
NP_666238,NP_003095
NP_780589,NP_055956
NP_079807,NP_057129
NP_789817,NP_775748
NP_932102,NP_078827
NP_031922,NP_036457
NP_079688,NP_075566
NP_035799,NP_872294
NP_033853,NP_001001331
NP_694696,NP_057622
NP_660138,NP_112489
NP_061358,NP_000281
NP_032475,NP_004513
NP_848144,NP_064547
NP_663581,NP_002759
NP_001157231,NP_945314
NP_444444,NP_036467
NP_075529,NP_002898
NP_997508,NP_075266
NP_835187,NP_077282
NP_059506,NP_036265
NP_080829,NP_065203
NP_001139439,NP_116241
NP_766322,NP_055815
NP_758493,NP_689526
NP_062668,NP_036450
NP_766142,NP_056151
NP_113568,NP_056943
NP_062519,NP_057457
NP_766600,NP_001273748
NP_080830,NP_031388
NP_001185752,NP_000475
NP_031541,NP_001041629
NP_031604,NP_001120694
NP_862906,NP_976075
NP_031755,NP_542196
NP_031939,NP_001955
NP_031964,NP_001073917
NP_001157509,NP_001120685
NP_032577,NP_116584
NP_032605,NP_001074305
NP_001034635,NP_004990
NP_032808,NP_057953
NP_032881,NP_002729
NP_032907,NP_115618
NP_032908,NP_079455
NP_032936,NP_808821
NP_032940,NP_001135825
NP_032954,NP_659731
NP_033079,NP_002908
NP_033170,NP_003004
NP_001075036,NP_620448
NP_033229,NP_653186
NP_033307,NP_001269585
NP_033461,NP_114417
NP_033534,NP_542119
NP_033579,NP_870992
NP_849263,NP_033720
NP_033858,NP_077816
NP_034093,NP_066940
NP_034173,NP_001918
NP_034179,NP_000782
NP_034225,NP_073150
NP_001106886,NP_001005463
NP_034562,NP_938009
NP_034648,NP_000590
NP_034704,NP_150366
NP_034727,NP_751891
NP_034728,NP_001186791
NP_001074809,NP_054878
NP_001129541,NP_001158886
NP_034842,NP_203129
NP_034854,NP_683720
NP_034992,NP_057323
NP_035510,NP_058628
NP_035641,NP_005682
NP_035726,NP_036595
NP_001240734,NP_001129173
NP_001038168,NP_666019
NP_035909,NP_001098707
NP_035962,NP_055030
NP_035964,NP_872603
NP_035985,NP_001156750
NP_036034,NP_036597
NP_036060,NP_001278
NP_001036022,NP_660186
NP_077218,NP_036332
NP_083895,NP_036360
NP_062786,NP_036370
NP_079783,NP_036377
NP_780609,NP_036379
NP_787126,NP_036426
NP_001001984,NP_036440
NP_579928,NP_036458
NP_666425,NP_036510
NP_080717,NP_036524
NP_766361,NP_036566
NP_038947,NP_036607
NP_803126,NP_057065
NP_663547,NP_068776
NP_001157848,NP_001120856
NP_083798,NP_037428
NP_997125,NP_037521
NP_038571,NP_055049
NP_038573,NP_536858
NP_038584,NP_000185
NP_038614,NP_115992
NP_038645,NP_149420
NP_038674,NP_599023
NP_038730,NP_001073930
NP_038813,NP_695005
NP_001254636,NP_602307
NP_038950,NP_055409
NP_694704,NP_004541
NP_001074728,NP_054772
NP_778166,NP_054899
NP_067266,NP_055085
NP_705775,NP_055181
NP_001240760,NP_001186110
NP_056604,NP_055234
NP_598538,NP_055316
NP_598434,NP_055321
NP_056586,NP_055387
NP_808810,NP_055508
NP_766391,NP_055520
NP_958742,NP_001135869
NP_079887,NP_001161842
NP_525027,NP_001193409
NP_536696,NP_055665
NP_001074504,NP_055718
NP_835220,NP_001032208
NP_619607,NP_055747
NP_766350,NP_055829
NP_001074711,NP_055874
NP_919315,NP_653173
NP_001015046,NP_055900
NP_001074804,NP_055904
NP_001026984,NP_055907
NP_109655,NP_055921
NP_001005510,NP_878918
NP_659069,NP_056254
NP_758512,NP_001229696
NP_001028515,NP_056305
NP_663471,NP_056348
NP_659131,NP_001269673
NP_001074845,NP_056372
NP_001034131,NP_056411
NP_084390,NP_071362
NP_001074851,NP_056509
NP_955770,NP_001165948
NP_705783,NP_056541
NP_780383,NP_057074
NP_619621,NP_057103
NP_080893,NP_057140
NP_077244,NP_057160
NP_079667,NP_057185
NP_059505,NP_057212
NP_001156866,NP_057421
NP_082202,NP_057436
NP_109636,NP_057526
NP_001029048,NP_001269463
NP_057909,NP_001265476
NP_001102511,NP_001166935
NP_001039429,NP_722549
NP_001074502,NP_058649
NP_001161826,NP_000211
NP_059075,NP_061816
NP_059090,NP_062823
NP_780771,NP_059986
NP_001156728,NP_060026
NP_001019645,NP_060064
NP_001136424,NP_060179
NP_663359,NP_060235
NP_076173,NP_060276
NP_001074889,NP_060302
NP_808358,NP_001167552
NP_082260,NP_060427
NP_001240688,NP_001229792
NP_079840,NP_060518
NP_077146,NP_060624
NP_001272960,NP_060650
NP_001009818,NP_060713
NP_001074599,NP_060715
NP_001156827,NP_001028738
NP_076085,NP_060814
NP_082268,NP_060844
NP_083142,NP_060853
NP_067414,NP_060883
NP_443737,NP_061027
NP_071858,NP_061116
NP_001177973,NP_061135
NP_061221,NP_001008743
XP_006519822,NP_848599
NP_291062,NP_061735
NP_291070,NP_061744
NP_808491,NP_061834
NP_081947,NP_001274742
NP_112550,NP_061868
NP_075745,NP_061883
NP_780389,NP_061918
NP_083665,NP_061927
NP_001107833,NP_061936
NP_766183,NP_061960
NP_062610,NP_055988
NP_062727,NP_004054
NP_062794,NP_001034860
NP_149125,NP_063945
NP_001034561,NP_001239029
NP_064363,NP_067060
NP_001074721,NP_064506
NP_001033016,NP_064597
NP_085042,NP_064608
NP_064666,NP_620417
NP_082048,NP_065114
NP_001074893,NP_065135
NP_620399,NP_065703
NP_075764,NP_065714
NP_031740,NP_065717
NP_941010,NP_065796
NP_001074506,NP_065813
NP_112151,NP_065828
NP_444335,NP_065917
NP_001243025,NP_001096065
NP_666117,NP_066267
NP_067276,NP_066568
NP_067390,NP_066921
NP_080309,NP_066990
NP_001025043,NP_005344
NP_001156983,NP_660208
NP_067439,NP_573400
NP_067542,NP_127503
NP_064334,NP_067628
NP_083910,NP_057375
NP_444437,NP_071334
NP_598837,NP_071343
NP_083373,NP_001135445
NP_659038,NP_071398
NP_079949,NP_071413
NP_001139689,NP_001030024
NP_075875,NP_071430
NP_062691,NP_001129145
NP_955764,NP_071923
NP_663453,NP_001001852
NP_808229,NP_073743
NP_766143,NP_075045
NP_001074738,NP_075447
NP_075542,NP_001123484
NP_075800,NP_110426
NP_076006,NP_003799
NP_001107811,NP_683878
NP_573455,NP_004876
NP_663596,NP_076951
NP_001157248,NP_001243246
NP_444413,NP_076950
NP_808270,NP_001154948
NP_083919,NP_078807
NP_001028408,NP_078834
NP_082140,NP_078848
NP_081482,NP_078851
NP_666074,NP_078870
NP_080467,NP_078888
NP_705819,NP_078954
NP_659128,NP_079025
NP_001041069,NP_079029
NP_766049,NP_079076
NP_082406,NP_001026891
NP_001074820,NP_079189
NP_001028327,NP_001026893
NP_808448,NP_079216
NP_803231,NP_079374
NP_941044,NP_001273690
NP_997408,NP_001017989
NP_081774,NP_001268678
NP_997087,NP_079452
NP_001020125,NP_079521
NP_079549,NP_000272
NP_079761,NP_064576
NP_079892,NP_001001563
NP_079937,NP_644809
NP_079993,NP_113680
NP_079995,NP_001007532
NP_080053,NP_997464
NP_598464,NP_001032240
NP_080356,NP_114403
NP_080508,NP_001010875
NP_080548,NP_036468
NP_001177840,NP_115920
NP_001077350,NP_001025034
NP_080744,NP_005167
NP_001171312,NP_075601
NP_080895,NP_899062
NP_001258362,NP_115680
NP_081357,NP_001001794
NP_081525,NP_001157879
NP_081736,NP_115691
NP_001240817,NP_001171668
NP_001104774,NP_055945
NP_082368,NP_775867
NP_082520,NP_055871
NP_082776,NP_659483
NP_082972,NP_001026886
NP_082981,NP_055421
NP_083182,NP_932064
NP_083638,NP_789782
NP_083768,NP_694983
NP_083972,NP_001034934
NP_084114,NP_942014
NP_084133,NP_859070
NP_001025467,NP_001167572
NP_766059,NP_085046
NP_109669,NP_060048
NP_001013392,NP_110432
NP_001034203,NP_001276106
NP_766429,NP_112220
NP_001028400,NP_852478
NP_112467,NP_620061
NP_112473,NP_919231
NP_080841,NP_940852
NP_113596,NP_072096
NP_758483,NP_001186796
NP_001121575,NP_113606
NP_780342,NP_001271180
NP_001074517,NP_113669
NP_083486,NP_055794
NP_780360,NP_114415
NP_796331,NP_001019831
NP_796304,NP_940799
NP_291069,NP_114477
NP_081388,NP_115706
NP_001003920,NP_115806
NP_001078971,NP_115915
NP_001001803,NP_115955
NP_444320,NP_115970
NP_803233,NP_116038
NP_663570,NP_116172
NP_001128205,NP_001128206
NP_001019888,NP_149025
NP_001181963,NP_149059
NP_149156,NP_001092281
XP_006498577,NP_976222
NP_766500,NP_150229
NP_705774,NP_001073949
NP_780346,NP_001161206
NP_733780,NP_001185863
NP_808359,NP_001073870
NP_849265,NP_660159
NP_543124,NP_438172
NP_001171529,NP_443115
NP_084163,NP_001034761
NP_081011,NP_001231695
NP_001001738,NP_001258941
NP_666315,NP_001166150
NP_277044,NP_065068
NP_536690,NP_443073
NP_666230,NP_001006642
NP_001074691,NP_443143
NP_766618,NP_443149
NP_071301,NP_443198
NP_766463,NP_443724
NP_444346,NP_476509
NP_473384,NP_620412
NP_473436,NP_061938
NP_653120,NP_001120913
NP_001030317,NP_001007472
NP_666185,NP_078906
NP_780331,NP_741995
NP_001001804,NP_775838
NP_001034812,NP_001074294
NP_705758,NP_689596
NP_084511,NP_055875
NP_666363,NP_001092007
NP_796126,NP_700356
NP_780643,NP_775779
NP_848913,NP_001070253
NP_001170795,NP_055944
NP_001019731,NP_689973
NP_536688,NP_489479
NP_766246,NP_851322
NP_796278,NP_699174
NP_034843,NP_001001933
NP_001183953,NP_001180317
NP_001186931,NP_001034859
NP_080997,NP_001121697
NP_666131,NP_001005271
NP_001028405,NP_001107859
NP_803426,NP_542942
NP_542966,NP_775771
NP_795939,NP_940931
NP_082716,NP_067066
NP_001157969,NP_001035374
NP_997095,NP_001073905
NP_573481,NP_001028895
NP_579927,NP_872297
NP_001012310,NP_997000
NP_001157682,NP_001035189
NP_001077370,NP_115947
NP_598458,NP_777581
NP_598961,NP_776256
NP_766306,NP_001035037
NP_932775,NP_005472
NP_001028992,NP_612356
NP_001153874,NP_612470
NP_001028545,NP_001248364
NP_084243,NP_001035362
NP_001121623,NP_113601
NP_851416,NP_079461
NP_001103213,NP_001264992
NP_899109,NP_653284
NP_001155020,NP_001091089
NP_001074900,NP_660090
NP_660252,NP_660156
NP_780517,NP_660322
NP_848504,NP_660338
NP_663369,NP_001245269
NP_663398,NP_666018
NP_663484,NP_796377
NP_666047,NP_964011
NP_666370,NP_821074
NP_666385,NP_036497
NP_667201,NP_001004471
NP_666467,NP_001005178
NP_666488,NP_001001959
NP_666495,NP_001001656
NP_666817,NP_001004456
NP_666838,NP_001004452
NP_666913,NP_001005218
NP_666978,NP_001003750
NP_001257949,NP_001004756
NP_667307,NP_001005174
NP_667320,NP_001005238
NP_758514,NP_689547
NP_001028399,NP_689564
NP_001074731,NP_689607
NP_848863,NP_001192230
NP_083950,NP_689626
NP_001075219,NP_689650
NP_001028421,NP_689691
NP_835180,NP_689704
NP_001091113,NP_689736
NP_899008,NP_689816
NP_001268416,NP_001163873
NP_001004366,NP_689966
NP_082046,NP_690850
NP_001103983,NP_001103984
NP_001013429,NP_001035304
NP_035990,NP_703148
NP_705721,NP_705902
NP_705769,NP_001139192
NP_733785,NP_055242
NP_082692,NP_757384
NP_778197,NP_001030017
NP_780420,NP_055451
NP_075964,NP_055324
NP_758464,NP_055962
NP_766054,NP_955387
NP_766080,NP_001157397
NP_766083,NP_001186549
NP_766176,NP_001167543
NP_766615,NP_473452
NP_997652,NP_775487
NP_775559,NP_919225
NP_775601,NP_001116251
NP_001242988,NP_001124198
NP_083216,NP_775790
NP_780751,NP_775901
NP_780522,NP_001265618
NP_001038183,NP_776193
NP_001092758,NP_055674
NP_778185,NP_001001317
NP_001010831,NP_778227
NP_001035779,NP_001025042
NP_659060,NP_783640
NP_945318,NP_001180380
NP_796061,NP_954974
NP_796200,NP_001073886
NP_808349,NP_057349
NP_808377,NP_758955
NP_808455,NP_001164269
NP_808458,XP_003118801
NP_808461,NP_001116836
NP_808513,NP_001193599
NP_853543,NP_817123
NP_821072,NP_056379
NP_839976,NP_001091639
NP_848730,NP_001012779
NP_848845,NP_997290
NP_848864,NP_001106195
NP_849256,NP_071355
NP_853555,NP_001073902
NP_705787,NP_859052
NP_084532,NP_872363
XP_006511657,NP_874362
NP_034758,NP_878905
NP_898848,NP_001034658
NP_918948,NP_001092092
NP_919314,NP_001138362
NP_919321,NP_775837
NP_919331,NP_963883
NP_001159453,NP_079276
NP_001074860,NP_937756
XP_355785,NP_940884
NP_942560,NP_997527
NP_942561,NP_001107039
NP_001136203,NP_001136202
NP_082729,NP_056022
NP_001028384,NP_981945
NP_001078847,NP_065935
NP_067383,NP_996816
NP_001030046,NP_997269
XP_006496461,NP_998773
NP_955012,NP_055831
NP_001001883,NP_065811
NP_659061,NP_001155973
NP_001075952,NP_055786
NP_796178,NP_065755
NP_001038998,NP_065865
NP_796213,NP_001078956
NP_996818,NP_996802
NP_997439,NP_001001916
NP_001074605,NP_001013597
NP_001159502,NP_001012418
NP_001020098,NP_112497
NP_001157965,NP_443152
NP_082355,NP_001180258
NP_084075,NP_001073992
NP_001161408,NP_001004339
NP_001094901,NP_001182208
NP_598435,NP_005426
NP_001074755,NP_005236
NP_001028500,NP_115897
NP_082593,NP_997254
NP_001094949,NP_001108206
NP_001032954,NP_001032852
NP_001139821,NP_001273327
NP_080823,NP_001013633
NP_001074722,NP_001025031
NP_001011857,NP_001005173
NP_038644,NP_001004750
NP_996786,NP_001004451
NP_001264117,NP_001273544
NP_808487,NP_056996
NP_083046,NP_872313
NP_001152993,NP_036533
NP_001028580,NP_001073973
NP_001028211,NP_689579
NP_082378,NP_056029
NP_001094903,NP_699198
NP_001073401,NP_001008275
NP_001005343,NP_001138722
NP_001034465,NP_001185763
NP_081616,NP_001095939
NP_001030047,NP_872325
NP_001243450,NP_690046
NP_082930,NP_001121674
NP_001019683,NP_775483
NP_997577,NP_001005189
NP_848468,NP_001012302
NP_001136119,NP_001136117
NP_001010833,NP_055456
XP_006522891,NP_001078920
NP_084111,NP_689472
NP_001028840,NP_056327
NP_083471,NP_065930
NP_083506,NP_872348
NP_001092766,NP_079145
NP_001020542,NP_001244960
NP_033773,NP_001611
XP_006534701,NP_001157916
NP_083586,NP_001098751
NP_001011684,NP_001011717
NP_001243361,NP_001092909
NP_001095098,NP_001137305
XP_006513002,NP_001138600
NP_001028312,NP_001036096
NP_001108626,NP_001264114
NP_033908,NP_000055
NP_031760,NP_000082
NP_034124,NP_000095
NP_001070879,NP_001005742
NP_032516,NP_000220
NP_542766,NP_000248
NP_035399,NP_000315
NP_065624,NP_000317
NP_112474,NP_000331
NP_035640,NP_001274103
NP_001185913,NP_001128717
