from(10090),to(9606)
ENSMUSP00000110748,ENSP00000323194
ENSMUSP00000129581,ENSP00000430897
ENSMUSP00000054771,ENSP00000239859
ENSMUSP00000106016,ENSP00000355121
ENSMUSP00000134564,ENSP00000316674
ENSMUSP00000128117,ENSP00000462046
ENSMUSP00000064539,ENSP00000382492
ENSMUSP00000046114,ENSP00000374014
ENSMUSP00000093503,ENSP00000370997
ENSMUSP00000114686,ENSP00000324175
ENSMUSP00000033100,ENSP00000327786
ENSMUSP00000101944,ENSP00000333212
ENSMUSP00000025020,ENSP00000380876
ENSMUSP00000086294,ENSP00000339115
ENSMUSP00000137492,ENSP00000331466
ENSMUSP00000065786,ENSP00000354504
ENSMUSP00000073095,ENSP00000367428
ENSMUSP00000025404,ENSP00000320209
ENSMUSP00000158437,ENSP00000443654
ENSMUSP00000110022,ENSP00000360561
ENSMUSP00000053447,ENSP00000505323
ENSMUSP00000058286,ENSP00000347712
ENSMUSP00000038152,ENSP00000349669
ENSMUSP00000033611,ENSP00000362047
ENSMUSP00000062607,ENSP00000380442
ENSMUSP00000082965,ENSP00000222345
ENSMUSP00000125081,ENSP00000399511
ENSMUSP00000101405,ENSP00000351770
ENSMUSP00000053597,ENSP00000365253
ENSMUSP00000101875,ENSP00000361852
ENSMUSP00000039806,ENSP00000335500
ENSMUSP00000019954,ENSP00000237275
ENSMUSP00000114974,ENSP00000280098
ENSMUSP00000103911,ENSP00000400803
ENSMUSP00000012540,ENSP00000229307
ENSMUSP00000034109,ENSP00000391404
ENSMUSP00000034429,ENSP00000258173
ENSMUSP00000131138,ENSP00000369755
ENSMUSP00000064416,ENSP00000398637
ENSMUSP00000054960,ENSP00000513689
ENSMUSP00000077808,ENSP00000428612
ENSMUSP00000030376,ENSP00000262916
ENSMUSP00000082694,ENSP00000483729
ENSMUSP00000073591,ENSP00000394954
ENSMUSP00000125355,ENSP00000487086
ENSMUSP00000109156,ENSP00000301896
ENSMUSP00000062303,ENSP00000334974
ENSMUSP00000084445,ENSP00000423014
ENSMUSP00000047640,ENSP00000341914
ENSMUSP00000000939,ENSP00000253083
ENSMUSP00000104464,ENSP00000428220
ENSMUSP00000099121,ENSP00000359845
ENSMUSP00000038825,ENSP00000443411
ENSMUSP00000006303,ENSP00000342938
ENSMUSP00000037758,ENSP00000386557
ENSMUSP00000042816,ENSP00000470441
ENSMUSP00000132997,ENSP00000417246
ENSMUSP00000119459,ENSP00000368872
ENSMUSP00000158884,ENSP00000357511
ENSMUSP00000055344,ENSP00000493154
ENSMUSP00000052149,ENSP00000428619
ENSMUSP00000066614,ENSP00000334851
ENSMUSP00000137246,ENSP00000463375
ENSMUSP00000108493,ENSP00000362677
ENSMUSP00000059069,ENSP00000454903
ENSMUSP00000066235,ENSP00000381895
ENSMUSP00000087203,ENSP00000372410
ENSMUSP00000021494,ENSP00000453940
ENSMUSP00000035539,ENSP00000471921
ENSMUSP00000129305,ENSP00000354888
ENSMUSP00000128358,ENSP00000347003
ENSMUSP00000097510,ENSP00000322784
ENSMUSP00000079057,ENSP00000378516
ENSMUSP00000072388,ENSP00000500153
ENSMUSP00000097425,ENSP00000334456
ENSMUSP00000108207,ENSP00000385394
ENSMUSP00000111939,ENSP00000300209
ENSMUSP00000002989,ENSP00000222250
ENSMUSP00000029014,ENSP00000348538
ENSMUSP00000034592,ENSP00000498769
ENSMUSP00000145783,ENSP00000348489
ENSMUSP00000110183,ENSP00000417710
ENSMUSP00000118062,ENSP00000256969
ENSMUSP00000036845,ENSP00000328036
ENSMUSP00000049308,ENSP00000290363
ENSMUSP00000058454,ENSP00000310788
ENSMUSP00000128219,ENSP00000425048
ENSMUSP00000092253,ENSP00000428459
ENSMUSP00000089513,ENSP00000384725
ENSMUSP00000026494,ENSP00000269439
ENSMUSP00000092748,ENSP00000373575
ENSMUSP00000116591,ENSP00000362507
ENSMUSP00000112113,ENSP00000388320
ENSMUSP00000024761,ENSP00000437464
ENSMUSP00000138773,ENSP00000479745
ENSMUSP00000087269,ENSP00000406164
ENSMUSP00000072019,ENSP00000437532
ENSMUSP00000112972,ENSP00000280606
ENSMUSP00000099381,ENSP00000493613
ENSMUSP00000031423,ENSP00000440045
ENSMUSP00000040138,ENSP00000261643
ENSMUSP00000033609,ENSP00000362063
ENSMUSP00000116271,ENSP00000315757
ENSMUSP00000069529,ENSP00000338562
ENSMUSP00000019422,ENSP00000376807
ENSMUSP00000140409,ENSP00000378401
ENSMUSP00000129264,ENSP00000477567
ENSMUSP00000062110,ENSP00000385347
ENSMUSP00000026671,ENSP00000307272
ENSMUSP00000036907,ENSP00000296417
ENSMUSP00000093831,ENSP00000332444
ENSMUSP00000131462,ENSP00000265394
ENSMUSP00000099601,ENSP00000256538
ENSMUSP00000056156,ENSP00000373413
ENSMUSP00000034599,ENSP00000435184
ENSMUSP00000056739,ENSP00000361483
ENSMUSP00000128757,ENSP00000332325
ENSMUSP00000097396,ENSP00000493126
ENSMUSP00000079648,ENSP00000364164
ENSMUSP00000091386,ENSP00000493036
ENSMUSP00000097375,ENSP00000324769
ENSMUSP00000071641,ENSP00000493383
ENSMUSP00000095818,ENSP00000323952
ENSMUSP00000095764,ENSP00000493085
ENSMUSP00000110069,ENSP00000326550
ENSMUSP00000065743,ENSP00000349696
ENSMUSP00000034111,ENSP00000334594
ENSMUSP00000048719,ENSP00000427018
ENSMUSP00000147261,ENSP00000435619
ENSMUSP00000051438,ENSP00000266095
ENSMUSP00000041727,ENSP00000262096
ENSMUSP00000025684,ENSP00000479153
ENSMUSP00000028241,ENSP00000286713
ENSMUSP00000033098,ENSP00000322991
ENSMUSP00000075067,ENSP00000296930
ENSMUSP00000020586,ENSP00000200652
ENSMUSP00000119715,ENSP00000225577
ENSMUSP00000086405,ENSP00000329287
ENSMUSP00000016680,ENSP00000364589
ENSMUSP00000031024,ENSP00000296102
ENSMUSP00000072848,ENSP00000383402
ENSMUSP00000113851,ENSP00000164227
ENSMUSP00000029666,ENSP00000265174
ENSMUSP00000003569,ENSP00000013222
ENSMUSP00000047615,ENSP00000362465
ENSMUSP00000028282,ENSP00000305918
ENSMUSP00000072276,ENSP00000497294
ENSMUSP00000004494,ENSP00000369131
ENSMUSP00000126493,ENSP00000440077
ENSMUSP00000053899,ENSP00000350369
ENSMUSP00000110447,ENSP00000345772
ENSMUSP00000054012,ENSP00000292841
ENSMUSP00000042207,ENSP00000220592
ENSMUSP00000095498,ENSP00000362300
ENSMUSP00000101663,ENSP00000372191
ENSMUSP00000115869,ENSP00000448073
ENSMUSP00000110515,ENSP00000404063
ENSMUSP00000056888,ENSP00000345195
ENSMUSP00000024860,ENSP00000327116
ENSMUSP00000119356,ENSP00000160382
ENSMUSP00000041033,ENSP00000309681
ENSMUSP00000017920,ENSP00000300574
ENSMUSP00000036847,ENSP00000386049
ENSMUSP00000142140,ENSP00000458570
ENSMUSP00000141348,ENSP00000429273
ENSMUSP00000053147,ENSP00000263610
ENSMUSP00000157036,ENSP00000448998
ENSMUSP00000055072,ENSP00000477314
ENSMUSP00000104830,ENSP00000360739
ENSMUSP00000113978,ENSP00000498577
ENSMUSP00000131648,ENSP00000248150
ENSMUSP00000101676,ENSP00000362575
ENSMUSP00000101492,ENSP00000363416
ENSMUSP00000049430,ENSP00000297737
ENSMUSP00000156527,ENSP00000418767
ENSMUSP00000137014,ENSP00000378536
ENSMUSP00000039269,ENSP00000365439
ENSMUSP00000108927,ENSP00000381856
ENSMUSP00000025076,ENSP00000498092
ENSMUSP00000041199,ENSP00000363275
ENSMUSP00000040321,ENSP00000399970
ENSMUSP00000020699,ENSP00000384183
ENSMUSP00000101100,ENSP00000378409
ENSMUSP00000034265,ENSP00000455079
ENSMUSP00000087202,ENSP00000498020
ENSMUSP00000031384,ENSP00000319636
ENSMUSP00000084905,ENSP00000471851
ENSMUSP00000118046,ENSP00000415090
ENSMUSP00000025237,ENSP00000339804
ENSMUSP00000021685,ENSP00000330601
ENSMUSP00000013130,ENSP00000350071
ENSMUSP00000098927,ENSP00000330442
ENSMUSP00000060194,ENSP00000373360
ENSMUSP00000152421,ENSP00000369592
ENSMUSP00000110741,ENSP00000367453
ENSMUSP00000095247,ENSP00000475979
ENSMUSP00000148968,ENSP00000387040
ENSMUSP00000060398,ENSP00000300146
ENSMUSP00000110762,ENSP00000348815
ENSMUSP00000085132,ENSP00000436424
ENSMUSP00000107141,ENSP00000329056
ENSMUSP00000016026,ENSP00000371661
ENSMUSP00000011262,ENSP00000284288
ENSMUSP00000074619,ENSP00000374359
ENSMUSP00000021851,ENSP00000274673
ENSMUSP00000056084,ENSP00000478886
ENSMUSP00000068111,ENSP00000356096
ENSMUSP00000052194,ENSP00000348673
ENSMUSP00000050516,ENSP00000375248
ENSMUSP00000123525,ENSP00000393511
ENSMUSP00000059043,ENSP00000373964
ENSMUSP00000034566,ENSP00000394352
ENSMUSP00000029023,ENSP00000360210
ENSMUSP00000062341,ENSP00000391668
ENSMUSP00000099324,ENSP00000312814
ENSMUSP00000014421,ENSP00000351416
ENSMUSP00000100592,ENSP00000388207
ENSMUSP00000098591,ENSP00000376406
ENSMUSP00000072616,ENSP00000328720
ENSMUSP00000098710,ENSP00000480301
ENSMUSP00000121212,ENSP00000401536
ENSMUSP00000137420,ENSP00000351345
ENSMUSP00000102045,ENSP00000330606
ENSMUSP00000020064,ENSP00000357545
ENSMUSP00000096982,ENSP00000419765
ENSMUSP00000127483,ENSP00000253079
ENSMUSP00000065861,ENSP00000443957
ENSMUSP00000093206,ENSP00000331474
ENSMUSP00000092163,ENSP00000328230
ENSMUSP00000030898,ENSP00000367629
ENSMUSP00000112293,ENSP00000380353
ENSMUSP00000137345,ENSP00000309166
ENSMUSP00000136795,ENSP00000480626
ENSMUSP00000092087,ENSP00000365395
ENSMUSP00000139835,ENSP00000359571
ENSMUSP00000098000,ENSP00000333490
ENSMUSP00000064570,ENSP00000370443
ENSMUSP00000122507,ENSP00000483467
ENSMUSP00000121637,ENSP00000427407
ENSMUSP00000144110,ENSP00000439182
ENSMUSP00000136918,ENSP00000386414
ENSMUSP00000135913,ENSP00000386870
ENSMUSP00000093432,ENSP00000357591
ENSMUSP00000060463,ENSP00000429726
ENSMUSP00000096424,ENSP00000297324
ENSMUSP00000102707,ENSP00000475189
ENSMUSP00000027286,ENSP00000330730
ENSMUSP00000062529,ENSP00000326259
ENSMUSP00000127774,ENSP00000262056
ENSMUSP00000063670,ENSP00000442982
ENSMUSP00000038352,ENSP00000379339
ENSMUSP00000091895,ENSP00000356925
ENSMUSP00000119465,ENSP00000357112
ENSMUSP00000058575,ENSP00000371940
ENSMUSP00000153313,ENSP00000360293
ENSMUSP00000105359,ENSP00000308405
ENSMUSP00000094090,ENSP00000252338
ENSMUSP00000090565,ENSP00000376317
ENSMUSP00000058951,ENSP00000252453
ENSMUSP00000149156,ENSP00000294618
ENSMUSP00000067641,ENSP00000347852
ENSMUSP00000123971,ENSP00000468656
ENSMUSP00000009740,ENSP00000361998
ENSMUSP00000059625,ENSP00000429214
ENSMUSP00000048125,ENSP00000322591
ENSMUSP00000096812,ENSP00000246105
ENSMUSP00000135597,ENSP00000489796
ENSMUSP00000091375,ENSP00000364627
ENSMUSP00000106596,ENSP00000365080
ENSMUSP00000057556,ENSP00000320563
ENSMUSP00000046177,ENSP00000384881
ENSMUSP00000126870,ENSP00000475068
ENSMUSP00000159397,ENSP00000252744
ENSMUSP00000096271,ENSP00000328423
ENSMUSP00000058572,ENSP00000495607
ENSMUSP00000101830,ENSP00000400184
ENSMUSP00000023846,ENSP00000336661
ENSMUSP00000089721,ENSP00000426359
ENSMUSP00000140465,ENSP00000416033
ENSMUSP00000098203,ENSP00000453962
ENSMUSP00000097910,ENSP00000433352
ENSMUSP00000131279,ENSP00000359674
ENSMUSP00000141051,ENSP00000479976
ENSMUSP00000058204,ENSP00000424711
ENSMUSP00000093972,ENSP00000367189
ENSMUSP00000092726,ENSP00000344040
ENSMUSP00000053908,ENSP00000450857
ENSMUSP00000071231,ENSP00000216392
ENSMUSP00000022296,ENSP00000303709
ENSMUSP00000021527,ENSP00000329127
ENSMUSP00000034831,ENSP00000482504
ENSMUSP00000033444,ENSP00000377867
ENSMUSP00000093970,ENSP00000432523
ENSMUSP00000017549,ENSP00000268766
ENSMUSP00000052856,ENSP00000273480
ENSMUSP00000078145,ENSP00000304077
ENSMUSP00000135029,ENSP00000408367
ENSMUSP00000025069,ENSP00000509489
ENSMUSP00000148042,ENSP00000364580
ENSMUSP00000069652,ENSP00000350716
ENSMUSP00000141121,ENSP00000371234
ENSMUSP00000024118,ENSP00000371505
ENSMUSP00000029516,ENSP00000357796
ENSMUSP00000040919,ENSP00000416741
ENSMUSP00000047839,ENSP00000403902
ENSMUSP00000068508,ENSP00000368477
ENSMUSP00000087231,ENSP00000512867
ENSMUSP00000097565,ENSP00000357311
ENSMUSP00000053901,ENSP00000510252
ENSMUSP00000063508,ENSP00000357645
ENSMUSP00000044416,ENSP00000373343
ENSMUSP00000021630,ENSP00000263126
ENSMUSP00000098701,ENSP00000370299
ENSMUSP00000118107,ENSP00000370196
ENSMUSP00000128874,ENSP00000308597
ENSMUSP00000141686,ENSP00000496007
ENSMUSP00000073957,ENSP00000320291
ENSMUSP00000044998,ENSP00000317895
ENSMUSP00000032803,ENSP00000343581
ENSMUSP00000151498,ENSP00000371803
ENSMUSP00000129420,ENSP00000367141
ENSMUSP00000044533,ENSP00000415939
ENSMUSP00000030460,ENSP00000347224
ENSMUSP00000043053,ENSP00000362354
ENSMUSP00000012355,ENSP00000397002
ENSMUSP00000016088,ENSP00000484732
ENSMUSP00000053940,ENSP00000375430
ENSMUSP00000102202,ENSP00000360905
ENSMUSP00000101233,ENSP00000484635
ENSMUSP00000092494,ENSP00000476820
ENSMUSP00000113235,ENSP00000413196
ENSMUSP00000039707,ENSP00000297508
ENSMUSP00000054056,ENSP00000427882
ENSMUSP00000141268,ENSP00000340900
ENSMUSP00000090697,ENSP00000373647
ENSMUSP00000159263,ENSP00000449137
ENSMUSP00000139148,ENSP00000364363
ENSMUSP00000043668,ENSP00000476384
ENSMUSP00000104047,ENSP00000342709
ENSMUSP00000047735,ENSP00000491546
ENSMUSP00000128854,ENSP00000382030
ENSMUSP00000135927,ENSP00000478493
ENSMUSP00000146544,ENSP00000416015
ENSMUSP00000095198,ENSP00000367214
ENSMUSP00000116234,ENSP00000395244
ENSMUSP00000157009,ENSP00000510304
ENSMUSP00000114116,ENSP00000437289
ENSMUSP00000133159,ENSP00000384197
ENSMUSP00000111189,ENSP00000398401
ENSMUSP00000129222,ENSP00000429763
ENSMUSP00000089507,ENSP00000368758
ENSMUSP00000056681,ENSP00000491717
ENSMUSP00000137487,ENSP00000460665
ENSMUSP00000096014,ENSP00000346130
ENSMUSP00000131766,ENSP00000385480
ENSMUSP00000131134,ENSP00000399075
ENSMUSP00000159192,ENSP00000341178
ENSMUSP00000095349,ENSP00000455099
ENSMUSP00000099878,ENSP00000369757
ENSMUSP00000146224,ENSP00000391641
ENSMUSP00000132957,ENSP00000351244
ENSMUSP00000077174,ENSP00000217246
ENSMUSP00000047208,ENSP00000417706
ENSMUSP00000123181,ENSP00000370764
ENSMUSP00000097281,ENSP00000368109
ENSMUSP00000112635,ENSP00000434511
ENSMUSP00000113239,ENSP00000351325
ENSMUSP00000096057,ENSP00000328133
ENSMUSP00000093603,ENSP00000397459
ENSMUSP00000082346,ENSP00000331310
ENSMUSP00000051968,ENSP00000342889
ENSMUSP00000047960,ENSP00000300688
ENSMUSP00000074898,ENSP00000252483
ENSMUSP00000131514,ENSP00000085068
ENSMUSP00000091954,ENSP00000314042
ENSMUSP00000037258,ENSP00000418532
ENSMUSP00000047681,ENSP00000280057
ENSMUSP00000061878,ENSP00000305766
ENSMUSP00000128182,ENSP00000389554
ENSMUSP00000092796,ENSP00000367911
ENSMUSP00000118361,ENSP00000299687
ENSMUSP00000128586,ENSP00000415034
ENSMUSP00000077207,ENSP00000478834
ENSMUSP00000034064,ENSP00000384957
ENSMUSP00000052589,ENSP00000383396
ENSMUSP00000035910,ENSP00000334285
ENSMUSP00000047448,ENSP00000411948
ENSMUSP00000055268,ENSP00000456594
ENSMUSP00000066815,ENSP00000361868
ENSMUSP00000003860,ENSP00000315118
ENSMUSP00000024970,ENSP00000384597
ENSMUSP00000081263,ENSP00000483313
ENSMUSP00000061107,ENSP00000420174
ENSMUSP00000061906,ENSP00000434849
ENSMUSP00000034382,ENSP00000454418
ENSMUSP00000043466,ENSP00000449241
ENSMUSP00000096408,ENSP00000341762
ENSMUSP00000132164,ENSP00000315387
ENSMUSP00000025061,ENSP00000385898
ENSMUSP00000098343,ENSP00000370673
ENSMUSP00000065271,ENSP00000331787
ENSMUSP00000032270,ENSP00000352064
ENSMUSP00000095427,ENSP00000381703
ENSMUSP00000096260,ENSP00000367429
ENSMUSP00000044405,ENSP00000209929
ENSMUSP00000075250,ENSP00000364976
ENSMUSP00000026428,ENSP00000512320
ENSMUSP00000092268,ENSP00000352802
ENSMUSP00000023741,ENSP00000301067
ENSMUSP00000118105,ENSP00000299424
ENSMUSP00000010736,ENSP00000371877
ENSMUSP00000153548,ENSP00000507347
ENSMUSP00000066736,ENSP00000414202
ENSMUSP00000109089,ENSP00000265459
ENSMUSP00000046412,ENSP00000366475
ENSMUSP00000158026,ENSP00000383199
ENSMUSP00000093040,ENSP00000441949
ENSMUSP00000106345,ENSP00000386502
ENSMUSP00000126484,ENSP00000320898
ENSMUSP00000099926,ENSP00000490263
ENSMUSP00000034527,ENSP00000374237
ENSMUSP00000131941,ENSP00000428541
ENSMUSP00000102211,ENSP00000309830
ENSMUSP00000108310,ENSP00000359454
ENSMUSP00000120860,ENSP00000401550
ENSMUSP00000096386,ENSP00000253048
ENSMUSP00000114787,ENSP00000309836
ENSMUSP00000108741,ENSP00000329794
ENSMUSP00000051861,ENSP00000339823
ENSMUSP00000111219,ENSP00000380999
ENSMUSP00000061341,ENSP00000473370
ENSMUSP00000091178,ENSP00000324127
ENSMUSP00000052001,ENSP00000372720
ENSMUSP00000132846,ENSP00000429896
ENSMUSP00000083547,ENSP00000380920
ENSMUSP00000070037,ENSP00000384604
ENSMUSP00000159068,ENSP00000491070
ENSMUSP00000045629,ENSP00000236709
ENSMUSP00000138729,ENSP00000373627
ENSMUSP00000137626,ENSP00000470539
ENSMUSP00000095165,ENSP00000381468
ENSMUSP00000036503,ENSP00000299415
ENSMUSP00000078593,ENSP00000367330
ENSMUSP00000113963,ENSP00000446101
ENSMUSP00000105300,ENSP00000297001
ENSMUSP00000052507,ENSP00000477141
ENSMUSP00000021670,ENSP00000324463
ENSMUSP00000071616,ENSP00000339795
ENSMUSP00000079268,ENSP00000292562
ENSMUSP00000031320,ENSP00000296029
ENSMUSP00000101833,ENSP00000358089
ENSMUSP00000031229,ENSP00000370394
ENSMUSP00000128585,ENSP00000428480
ENSMUSP00000115044,ENSP00000405965
ENSMUSP00000054858,ENSP00000365159
ENSMUSP00000072900,ENSP00000468720
ENSMUSP00000098048,ENSP00000355302
ENSMUSP00000020284,ENSP00000287078
ENSMUSP00000126705,ENSP00000347767
ENSMUSP00000052005,ENSP00000339238
ENSMUSP00000103516,ENSP00000419194
ENSMUSP00000113913,ENSP00000262961
ENSMUSP00000089298,ENSP00000417404
ENSMUSP00000032906,ENSP00000346017
ENSMUSP00000074299,ENSP00000350836
ENSMUSP00000140956,ENSP00000493035
ENSMUSP00000078119,ENSP00000369573
ENSMUSP00000091861,ENSP00000357086
ENSMUSP00000060106,ENSP00000492905
ENSMUSP00000105307,ENSP00000363998
ENSMUSP00000003521,ENSP00000270625
ENSMUSP00000077891,ENSP00000413697
ENSMUSP00000022282,ENSP00000423822
ENSMUSP00000103039,ENSP00000329165
ENSMUSP00000086164,ENSP00000411526
ENSMUSP00000112044,ENSP00000242275
ENSMUSP00000033541,ENSP00000358510
ENSMUSP00000127587,ENSP00000356047
ENSMUSP00000025760,ENSP00000265689
ENSMUSP00000091647,ENSP00000354213
ENSMUSP00000134576,ENSP00000393222
ENSMUSP00000071654,ENSP00000222330
ENSMUSP00000095531,ENSP00000379607
ENSMUSP00000095263,ENSP00000362508
ENSMUSP00000031318,ENSP00000226317
ENSMUSP00000154533,ENSP00000380662
ENSMUSP00000078589,ENSP00000361626
ENSMUSP00000028114,ENSP00000369100
ENSMUSP00000023289,ENSP00000384400
ENSMUSP00000055930,ENSP00000284110
ENSMUSP00000008812,ENSP00000393241
ENSMUSP00000109376,ENSP00000388631
ENSMUSP00000036740,ENSP00000364595
ENSMUSP00000081122,ENSP00000345988
ENSMUSP00000056420,ENSP00000231134
ENSMUSP00000119345,ENSP00000384625
ENSMUSP00000029588,ENSP00000422626
ENSMUSP00000050335,ENSP00000376168
ENSMUSP00000023710,ENSP00000267119
ENSMUSP00000072989,ENSP00000328484
ENSMUSP00000093626,ENSP00000353742
ENSMUSP00000043127,ENSP00000268595
ENSMUSP00000035784,ENSP00000253109
ENSMUSP00000138322,ENSP00000509992
ENSMUSP00000138958,ENSP00000362479
ENSMUSP00000091475,ENSP00000377060
ENSMUSP00000130484,ENSP00000307164
ENSMUSP00000127094,ENSP00000305631
ENSMUSP00000023799,ENSP00000328358
ENSMUSP00000070394,ENSP00000365895
ENSMUSP00000133885,ENSP00000398617
ENSMUSP00000127449,ENSP00000506760
ENSMUSP00000035773,ENSP00000360323
ENSMUSP00000137737,ENSP00000345029
ENSMUSP00000127891,ENSP00000490280
ENSMUSP00000156297,ENSP00000396523
ENSMUSP00000028340,ENSP00000456333
ENSMUSP00000093110,ENSP00000339324
ENSMUSP00000064785,ENSP00000335522
ENSMUSP00000038655,ENSP00000360166
ENSMUSP00000139205,ENSP00000429381
ENSMUSP00000130207,ENSP00000298622
ENSMUSP00000034910,ENSP00000426290
ENSMUSP00000101938,ENSP00000343493
ENSMUSP00000129289,ENSP00000372286
ENSMUSP00000038504,ENSP00000386711
ENSMUSP00000119257,ENSP00000485524
ENSMUSP00000159121,ENSP00000218516
ENSMUSP00000109399,ENSP00000346022
ENSMUSP00000096829,ENSP00000217244
ENSMUSP00000130666,ENSP00000262027
ENSMUSP00000037131,ENSP00000319531
ENSMUSP00000133564,ENSP00000373905
ENSMUSP00000045201,ENSP00000384945
ENSMUSP00000059395,ENSP00000253039
ENSMUSP00000130722,ENSP00000306548
ENSMUSP00000020285,ENSP00000362339
ENSMUSP00000023112,ENSP00000216259
ENSMUSP00000036214,ENSP00000345216
ENSMUSP00000020653,ENSP00000385432
ENSMUSP00000023294,ENSP00000376871
ENSMUSP00000058432,ENSP00000345957
ENSMUSP00000025511,ENSP00000385425
ENSMUSP00000023222,ENSP00000480476
ENSMUSP00000102399,ENSP00000358656
ENSMUSP00000091435,ENSP00000391249
ENSMUSP00000025411,ENSP00000404700
ENSMUSP00000027505,ENSP00000322142
ENSMUSP00000044734,ENSP00000360103
ENSMUSP00000019378,ENSP00000348020
ENSMUSP00000102855,ENSP00000271663
ENSMUSP00000033805,ENSP00000217958
ENSMUSP00000028619,ENSP00000278353
ENSMUSP00000027726,ENSP00000356218
ENSMUSP00000128063,ENSP00000251170
ENSMUSP00000149953,ENSP00000343741
ENSMUSP00000029464,ENSP00000354314
ENSMUSP00000025590,ENSP00000263847
ENSMUSP00000020411,ENSP00000263650
ENSMUSP00000041220,ENSP00000380467
ENSMUSP00000154554,ENSP00000337572
ENSMUSP00000034304,ENSP00000199936
ENSMUSP00000023467,ENSP00000314067
ENSMUSP00000132499,ENSP00000323867
ENSMUSP00000034946,ENSP00000453785
ENSMUSP00000028151,ENSP00000322181
ENSMUSP00000153576,ENSP00000320117
ENSMUSP00000128432,ENSP00000497030
ENSMUSP00000043851,ENSP00000180173
ENSMUSP00000147514,ENSP00000309629
ENSMUSP00000112124,ENSP00000379704
ENSMUSP00000049046,ENSP00000328174
ENSMUSP00000109523,ENSP00000341247
ENSMUSP00000114159,ENSP00000361152
ENSMUSP00000061472,ENSP00000263934
ENSMUSP00000036725,ENSP00000241600
ENSMUSP00000056347,ENSP00000239444
ENSMUSP00000064410,ENSP00000386738
ENSMUSP00000058391,ENSP00000359911
ENSMUSP00000040853,ENSP00000364986
ENSMUSP00000066280,ENSP00000246104
ENSMUSP00000159445,ENSP00000404684
ENSMUSP00000100671,ENSP00000375147
ENSMUSP00000027517,ENSP00000264057
ENSMUSP00000046884,ENSP00000315371
ENSMUSP00000058894,ENSP00000331298
ENSMUSP00000138827,ENSP00000455444
ENSMUSP00000048904,ENSP00000430947
ENSMUSP00000055036,ENSP00000279068
ENSMUSP00000136386,ENSP00000381036
ENSMUSP00000059503,ENSP00000262102
ENSMUSP00000102559,ENSP00000378743
ENSMUSP00000048678,ENSP00000404782
ENSMUSP00000097282,ENSP00000352398
ENSMUSP00000097490,ENSP00000304188
ENSMUSP00000053223,ENSP00000302805
ENSMUSP00000025023,ENSP00000293872
ENSMUSP00000067035,ENSP00000392553
ENSMUSP00000041756,ENSP00000295087
ENSMUSP00000075082,ENSP00000338777
ENSMUSP00000114356,ENSP00000359799
ENSMUSP00000022380,ENSP00000401802
ENSMUSP00000090727,ENSP00000349560
ENSMUSP00000025800,ENSP00000265382
ENSMUSP00000044371,ENSP00000219439
ENSMUSP00000109271,ENSP00000340330
ENSMUSP00000120994,ENSP00000354649
ENSMUSP00000024575,ENSP00000265678
ENSMUSP00000060441,ENSP00000383909
ENSMUSP00000032425,ENSP00000474771
ENSMUSP00000070314,ENSP00000296658
ENSMUSP00000084387,ENSP00000354722
ENSMUSP00000124066,ENSP00000370750
ENSMUSP00000032856,ENSP00000431182
ENSMUSP00000001081,ENSP00000420875
ENSMUSP00000046539,ENSP00000282356
ENSMUSP00000027036,ENSP00000320043
ENSMUSP00000042457,ENSP00000339053
ENSMUSP00000108629,ENSP00000497467
ENSMUSP00000027367,ENSP00000273062
ENSMUSP00000082560,ENSP00000255641
ENSMUSP00000027502,ENSP00000384259
ENSMUSP00000035743,ENSP00000216962
ENSMUSP00000003121,ENSP00000300935
ENSMUSP00000118368,ENSP00000260585
ENSMUSP00000090795,ENSP00000499063
ENSMUSP00000123294,ENSP00000323714
ENSMUSP00000053181,ENSP00000355893
ENSMUSP00000054611,ENSP00000388431
ENSMUSP00000064204,ENSP00000363638
ENSMUSP00000109190,ENSP00000413625
ENSMUSP00000037035,ENSP00000452885
ENSMUSP00000155307,ENSP00000385536
ENSMUSP00000032555,ENSP00000410339
ENSMUSP00000074317,ENSP00000222286
ENSMUSP00000020657,ENSP00000265339
ENSMUSP00000031201,ENSP00000226444
ENSMUSP00000021802,ENSP00000229922
ENSMUSP00000050398,ENSP00000346155
ENSMUSP00000077123,ENSP00000376293
ENSMUSP00000158533,ENSP00000364114
ENSMUSP00000067341,ENSP00000378505
ENSMUSP00000034868,ENSP00000394734
ENSMUSP00000113886,ENSP00000355651
ENSMUSP00000080600,ENSP00000367407
ENSMUSP00000047326,ENSP00000289228
ENSMUSP00000151244,ENSP00000258123
ENSMUSP00000067685,ENSP00000274364
ENSMUSP00000085734,ENSP00000377262
ENSMUSP00000152187,ENSP00000496837
ENSMUSP00000027800,ENSP00000355800
ENSMUSP00000069284,ENSP00000359665
ENSMUSP00000109151,ENSP00000327154
ENSMUSP00000099391,ENSP00000467778
ENSMUSP00000069725,ENSP00000366487
ENSMUSP00000021450,ENSP00000247225
ENSMUSP00000024972,ENSP00000314484
ENSMUSP00000036770,ENSP00000390011
ENSMUSP00000101801,ENSP00000332766
ENSMUSP00000134062,ENSP00000387941
ENSMUSP00000065620,ENSP00000301480
ENSMUSP00000070134,ENSP00000497886
ENSMUSP00000100058,ENSP00000347836
ENSMUSP00000098687,ENSP00000351113
ENSMUSP00000127034,ENSP00000293831
ENSMUSP00000000727,ENSP00000450168
